run_name,pretrain_optimizer,finetune_type,finetune_optimizer,name_suffix,step,tensor_name,matrix_type,matrix_group,tensor_subtype,layer,expert_index,shape_0,shape_1,min_dim,effective_rank,stable_rank
adam_ckpt_driving_fullft_adamw,adam,full,adamw,,200,model.embed_tokens.weight,embedding,embedding,,,,163840,2048,2048,1836.0328,57.614922
adam_ckpt_driving_fullft_adamw,adam,full,adamw,,200,model.layers.0.mlp.down_proj.weight,shared_mlp_down_proj,mlp_shared,down_proj,0,,2048,11264,2048,1854.5517,121.78631
adam_ckpt_driving_fullft_adamw,adam,full,adamw,,200,model.layers.0.mlp.gate_proj.weight,shared_mlp_gate_proj,mlp_shared,gate_proj,0,,11264,2048,2048,1896.9318,80.815381
adam_ckpt_driving_fullft_adamw,adam,full,adamw,,200,model.layers.0.mlp.up_proj.weight,shared_mlp_up_proj,mlp_shared,up_proj,0,,11264,2048,2048,1933.909,80.228432
adam_ckpt_driving_fullft_adamw,adam,full,adamw,,200,model.layers.0.self_attn.kv_a_proj_with_mqa.weight,kv_a_proj,kv_proj,kv_a,0,,576,2048,576,469.31637,18.893487
adam_ckpt_driving_fullft_adamw,adam,full,adamw,,200,model.layers.0.self_attn.kv_b_proj.weight,kv_b_proj,kv_proj,kv_b,0,,4096,512,512,351.54002,37.842713
adam_ckpt_driving_fullft_adamw,adam,full,adamw,,200,model.layers.0.self_attn.o_proj.weight,o_proj,o_proj,,0,,2048,2048,2048,1259.0937,28.41215
adam_ckpt_driving_fullft_adamw,adam,full,adamw,,200,model.layers.0.self_attn.q_proj.weight,q_proj,q_proj,,0,,3072,2048,2048,998.97625,14.627081
adam_ckpt_driving_fullft_adamw,adam,full,adamw,,200,model.layers.1.mlp.experts.0.down_proj.weight,moe_down_proj,moe_ffn,down_proj,1,0,2048,1408,1408,1206.7624,91.114024
adam_ckpt_driving_fullft_adamw,adam,full,adamw,,200,model.layers.1.mlp.experts.0.gate_proj.weight,moe_gate_proj,moe_ffn,gate_proj,1,0,1408,2048,1408,1135.9243,126.83922
adam_ckpt_driving_fullft_adamw,adam,full,adamw,,200,model.layers.1.mlp.experts.0.up_proj.weight,moe_up_proj,moe_ffn,up_proj,1,0,1408,2048,1408,1153.7109,207.84851
adam_ckpt_driving_fullft_adamw,adam,full,adamw,,200,model.layers.1.mlp.experts.1.down_proj.weight,moe_down_proj,moe_ffn,down_proj,1,1,2048,1408,1408,1185.8694,122.32651
adam_ckpt_driving_fullft_adamw,adam,full,adamw,,200,model.layers.1.mlp.experts.1.gate_proj.weight,moe_gate_proj,moe_ffn,gate_proj,1,1,1408,2048,1408,1116.9222,99.08725
adam_ckpt_driving_fullft_adamw,adam,full,adamw,,200,model.layers.1.mlp.experts.1.up_proj.weight,moe_up_proj,moe_ffn,up_proj,1,1,1408,2048,1408,1135.8437,131.33957
adam_ckpt_driving_fullft_adamw,adam,full,adamw,,200,model.layers.1.mlp.experts.10.down_proj.weight,moe_down_proj,moe_ffn,down_proj,1,10,2048,1408,1408,1215.3137,111.85321
