pretrain_optimizer,run_folder,run_path,pretrain_base_path,finetune_type,finetune_optimizer,name_suffix,checkpoint_step,tensor_name,tensor_shape,numel,l_inf,l2,rms_rms_induced
adam,adam_ckpt_driving_muon,/scratch/celine/ft_out/adam_ckpt_driving_muon,/scratch/celine/moonlight_weights/Moonlight_adam_hf_step_42000,lora,muon,,2000,lm_head.weight,"163840,2048",335544320,0.0,0.0,0.0
adam,adam_ckpt_driving_muon,/scratch/celine/ft_out/adam_ckpt_driving_muon,/scratch/celine/moonlight_weights/Moonlight_adam_hf_step_42000,lora,muon,,2000,model.embed_tokens.weight,"163840,2048",335544320,0.0,0.0,0.0
adam,adam_ckpt_driving_muon,/scratch/celine/ft_out/adam_ckpt_driving_muon,/scratch/celine/moonlight_weights/Moonlight_adam_hf_step_42000,lora,muon,,2000,model.layers.0.input_layernorm.weight,2048,2048,0.0,0.0,nan
adam,adam_ckpt_driving_muon,/scratch/celine/ft_out/adam_ckpt_driving_muon,/scratch/celine/moonlight_weights/Moonlight_adam_hf_step_42000,lora,muon,,2000,model.layers.0.mlp.down_proj.weight,"2048,11264",23068672,0.01171875,3.1894401180938856,2.4332074680121685
adam,adam_ckpt_driving_muon,/scratch/celine/ft_out/adam_ckpt_driving_muon,/scratch/celine/moonlight_weights/Moonlight_adam_hf_step_42000,lora,muon,,2000,model.layers.0.mlp.gate_proj.weight,"11264,2048",23068672,0.0247955322265625,7.689631003913574,0.9786850529899637
adam,adam_ckpt_driving_muon,/scratch/celine/ft_out/adam_ckpt_driving_muon,/scratch/celine/moonlight_weights/Moonlight_adam_hf_step_42000,lora,muon,,2000,model.layers.0.mlp.up_proj.weight,"11264,2048",23068672,0.045166015625,7.496898518470171,1.0114883381817212
adam,adam_ckpt_driving_muon,/scratch/celine/ft_out/adam_ckpt_driving_muon,/scratch/celine/moonlight_weights/Moonlight_adam_hf_step_42000,lora,muon,,2000,model.layers.0.post_attention_layernorm.weight,2048,2048,0.0,0.0,nan
adam,adam_ckpt_driving_muon,/scratch/celine/ft_out/adam_ckpt_driving_muon,/scratch/celine/moonlight_weights/Moonlight_adam_hf_step_42000,lora,muon,,2000,model.layers.0.self_attn.kv_a_layernorm.weight,512,512,0.0,0.0,nan
adam,adam_ckpt_driving_muon,/scratch/celine/ft_out/adam_ckpt_driving_muon,/scratch/celine/moonlight_weights/Moonlight_adam_hf_step_42000,lora,muon,,2000,model.layers.0.self_attn.kv_a_proj_with_mqa.weight,"576,2048",1179648,0.018798828125,1.5335042281215354,1.0016984165870209
adam,adam_ckpt_driving_muon,/scratch/celine/ft_out/adam_ckpt_driving_muon,/scratch/celine/moonlight_weights/Moonlight_adam_hf_step_42000,lora,muon,,2000,model.layers.0.self_attn.kv_b_proj.weight,"4096,512",2097152,0.03697967529296875,4.328654012472281,0.47537249203988785
